선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일,시즌
마해영02삼DH,133,596,532,92,172,40,2,33,315,116,2,0,46,12,5,74,14,0,6,0.323,0.386,0.592,0.978,0.418,161.3,5.61,1970-08-14,2002
이병규97LCF,126,550,495,82,151,31,8,7,219,69,23,5,43,8,3,50,6,1,3,0.305,0.368,0.442,0.81,0.366,130.5,5.6,1974-10-25,1997
장성호03K1B,130,571,476,93,150,36,2,21,253,105,13,4,84,3,7,52,7,3,5,0.315,0.417,0.532,0.949,0.415,154.2,5.58,1977-10-18,2003
송지만02한RF,131,557,488,84,142,18,2,38,278,104,8,3,58,9,4,136,14,0,2,0.291,0.375,0.57,0.945,0.405,152,5.57,1973-03-02,2002
이정후20키RF,140,617,544,85,181,49,5,15,285,101,12,2,59,4,6,47,16,2,8,0.333,0.397,0.524,0.921,0.406,142.8,5.56,1998-08-20,2020
박종호00현2B,121,541,441,89,150,30,3,10,216,58,9,5,61,12,0,47,4,20,7,0.34,0.428,0.49,0.918,0.398,139,5.56,1973-07-27,2000
브룸바07현DH,126,547,438,75,135,13,0,29,235,87,3,2,100,4,12,70,17,0,5,0.308,0.437,0.537,0.974,0.437,174.1,5.56,1974-04-21,2007
정수근99두CF,129,589,505,100,164,28,8,2,214,55,57,13,70,4,1,56,12,5,5,0.325,0.408,0.424,0.831,0.376,121,5.55,1977-01-20,1999
이순철91해CF,115,513,434,83,120,21,3,17,198,50,56,18,55,14,1,66,3,6,4,0.277,0.373,0.456,0.829,0.378,133.2,5.55,1961-04-18,1991
황재균16롯3B,127,559,498,97,167,26,5,27,284,113,25,10,49,4,5,66,10,0,8,0.335,0.394,0.57,0.964,0.417,137.3,5.55,1987-07-28,2016
최형우14삼LF,113,493,430,92,153,33,0,31,279,100,4,2,50,7,1,62,11,0,6,0.356,0.426,0.649,1.075,0.458,160.6,5.55,1983-12-16,2014
강정호13넥SS,126,532,450,67,131,21,1,22,220,96,15,8,68,6,3,109,18,2,6,0.291,0.387,0.489,0.876,0.398,138,5.55,1987-04-05,2013
이용규11KCF,111,503,421,84,140,16,2,3,169,33,30,6,63,9,2,33,5,7,3,0.333,0.427,0.401,0.829,0.391,137.9,5.54,1985-08-26,2011
이범호11K3B,101,405,318,63,96,21,0,17,168,77,2,0,75,7,3,56,8,0,5,0.302,0.44,0.528,0.968,0.44,171.1,5.54,1981-11-25,2011
이승엽01삼1B,127,574,463,101,128,31,2,39,280,95,4,2,96,12,11,130,6,1,2,0.276,0.412,0.605,1.017,0.434,155.1,5.52,1976-08-18,2001
이대호08롯3B,122,527,435,73,131,23,0,18,208,94,0,1,62,18,4,56,9,0,12,0.301,0.4,0.478,0.879,0.402,147.1,5.51,1982-06-21,2008
박재홍05SCF,109,495,421,76,128,21,1,18,205,63,22,10,67,2,2,78,10,2,3,0.304,0.4,0.487,0.887,0.4,147.4,5.51,1973-09-07,2005
김동수98LC,118,471,408,67,116,28,2,20,208,66,2,3,44,9,2,71,8,4,6,0.284,0.362,0.51,0.872,0.378,140.5,5.5,1968-10-27,1998
정성훈12L3B,107,438,365,50,113,27,3,12,182,53,3,3,65,1,2,62,13,2,5,0.31,0.411,0.499,0.909,0.416,164.8,5.5,1980-06-27,2012
박병호19키1B,122,532,432,92,121,22,0,33,242,98,0,1,78,13,5,117,7,0,9,0.28,0.399,0.56,0.959,0.422,166.3,5.5,1986-07-10,2019
김태균16한DH,144,652,529,94,193,39,0,23,301,136,1,0,108,9,10,97,11,0,6,0.365,0.476,0.569,1.045,0.463,165.5,5.5,1982-05-29,2016
이광은86MLF,107,467,408,59,124,21,3,15,196,60,20,8,48,5,5,53,3,0,6,0.304,0.379,0.48,0.859,0.398,163.6,5.49,1955-06-28,1986
박한이04삼CF,132,587,503,81,156,26,2,16,234,63,13,9,69,5,3,57,8,7,3,0.31,0.397,0.465,0.862,0.39,133.9,5.49,1979-01-28,2004
김동수93LC,115,427,372,47,102,16,3,16,172,56,7,0,41,6,3,40,11,3,5,0.274,0.351,0.462,0.814,0.373,146.5,5.48,1968-10-27,1993
로하스19KCF,142,577,520,68,167,29,3,24,274,104,4,4,49,3,5,120,4,0,5,0.321,0.38,0.527,0.907,0.405,150.6,5.47,1990-05-24,2019
이승엽12삼1B,126,556,488,84,150,28,2,21,245,85,6,0,59,4,4,101,10,1,4,0.307,0.384,0.502,0.886,0.406,157.5,5.47,1976-08-18,2012
신동주97삼LF,120,452,399,79,130,37,1,21,232,66,18,12,34,14,3,79,3,3,2,0.326,0.396,0.581,0.978,0.428,169.7,5.46,1972-12-14,1997
양준혁06삼DH,126,533,413,63,125,31,1,13,197,81,12,7,103,9,10,43,11,1,7,0.303,0.446,0.477,0.923,0.421,172.7,5.45,1969-05-26,2006
류중일90삼SS,120,503,425,70,132,22,5,6,182,45,23,8,50,10,0,55,6,15,2,0.311,0.394,0.428,0.823,0.379,131.2,5.44,1963-04-28,1990
김성한85해1B,105,455,400,66,133,29,1,22,230,75,8,5,42,3,2,37,6,4,6,0.333,0.395,0.575,0.97,0.433,176.6,5.43,1958-05-18,1985
전준우11롯CF,133,601,539,97,162,38,5,11,243,64,23,9,50,7,4,101,14,2,3,0.301,0.366,0.451,0.816,0.375,126.6,5.43,1986-02-25,2011
이영우02한LF,133,564,476,96,150,26,1,24,250,52,13,12,73,8,6,103,14,7,0,0.315,0.415,0.525,0.94,0.406,153,5.42,1973-11-27,2002
최정08S3B,114,476,406,77,133,24,1,12,195,61,19,8,41,17,2,58,7,10,2,0.328,0.41,0.48,0.89,0.405,148.5,5.4,1987-02-28,2008
이강돈90빙LF,117,496,436,81,146,20,6,16,226,84,12,10,45,6,2,78,10,3,6,0.335,0.4,0.518,0.918,0.42,159,5.39,1961-02-27,1990
강민호11롯C,124,506,450,63,130,25,2,19,216,66,4,6,47,8,2,81,18,0,1,0.289,0.366,0.48,0.846,0.388,135.2,5.38,1985-08-18,2011
박석민15삼3B,135,559,448,90,144,25,0,26,247,116,3,0,83,19,0,97,13,1,8,0.321,0.441,0.551,0.992,0.437,156.8,5.38,1985-06-22,2015
강민호08롯C,122,501,435,51,127,25,1,19,211,82,2,4,49,7,1,77,13,0,10,0.292,0.365,0.485,0.85,0.387,136.5,5.37,1985-08-18,2008
이만수88삼C,86,334,285,47,92,13,0,18,159,58,6,3,41,7,5,22,8,0,1,0.323,0.419,0.558,0.977,0.439,176.5,5.35,1958-09-19,1988
이종욱07두CF,123,528,465,84,147,20,12,1,194,46,47,14,48,4,0,74,6,6,4,0.316,0.382,0.417,0.799,0.369,127.9,5.34,1980-06-18,2007
박재홍08SRF,112,471,396,66,126,26,2,19,213,72,5,6,69,3,4,66,14,0,3,0.318,0.42,0.538,0.958,0.435,169.3,5.34,1973-09-07,2008
이진영03SLF,128,562,481,81,158,29,6,17,250,70,10,9,62,4,1,76,6,13,2,0.328,0.408,0.52,0.928,0.404,147.8,5.33,1980-06-15,2003
박경완01현C,130,528,421,66,108,13,1,24,195,81,21,8,91,7,2,121,9,6,3,0.257,0.395,0.463,0.858,0.385,123.7,5.32,1972-07-11,2001
심정수00두RF,126,542,454,75,138,21,2,29,250,91,3,0,69,10,1,67,12,0,9,0.304,0.4,0.551,0.951,0.413,149.9,5.31,1975-05-05,2000
손아섭16롯RF,144,672,575,118,186,33,1,16,269,81,42,4,92,3,1,104,4,0,2,0.323,0.418,0.468,0.886,0.406,131,5.3,1988-03-18,2016
손아섭18롯RF,141,625,553,109,182,32,5,26,302,93,20,3,68,2,1,99,15,1,1,0.329,0.404,0.546,0.95,0.409,138.6,5.3,1988-03-18,2018
이택근09히CF,123,538,456,84,142,26,0,15,213,66,43,8,64,13,5,59,13,1,4,0.311,0.408,0.467,0.875,0.394,129.1,5.29,1980-07-10,2009
김현수20LLF,142,619,547,98,181,35,2,22,286,119,0,2,63,2,7,53,9,0,7,0.331,0.397,0.523,0.92,0.407,148.2,5.29,1988-01-12,2020
브리또00SSS,103,452,405,65,137,26,4,15,216,70,3,2,31,11,2,55,8,3,2,0.338,0.399,0.533,0.932,0.408,144.9,5.29,1972-05-28,2000
러프18삼1B,137,597,506,97,167,32,4,33,306,125,5,3,65,18,0,107,17,0,8,0.33,0.419,0.605,1.024,0.432,152.9,5.28,1986-07-28,2018
김용철84롯1B,97,396,346,61,113,24,2,21,204,67,8,5,39,4,2,50,6,4,3,0.327,0.398,0.59,0.988,0.441,188.2,5.27,1957-09-21,1984
강기웅93삼2B,102,420,379,60,123,15,2,16,190,75,20,9,26,2,2,24,8,7,6,0.325,0.366,0.501,0.867,0.393,158.3,5.26,1964-02-25,1993
김현수10두LF,132,565,473,88,150,29,0,24,251,89,4,8,78,6,6,64,9,0,8,0.317,0.414,0.531,0.945,0.419,152,5.24,1988-01-12,2010
이종범02KCF,123,546,485,93,142,25,2,18,225,59,35,5,43,13,5,63,7,4,1,0.293,0.365,0.464,0.829,0.363,124.1,5.24,1970-08-15,2002
한대화88해3B,101,415,356,51,114,18,1,18,188,57,6,4,46,5,1,35,8,5,2,0.32,0.403,0.528,0.932,0.418,162.3,5.24,1960-07-08,1988
박재홍98현RF,119,507,428,86,114,25,2,30,233,84,43,19,66,9,7,83,13,0,4,0.266,0.373,0.544,0.917,0.395,151.3,5.24,1973-09-07,1998
강민호15롯C,123,456,380,63,118,18,1,35,243,86,0,0,60,14,2,112,14,0,2,0.311,0.421,0.639,1.061,0.451,164.9,5.23,1985-08-18,2015
이승엽00삼1B,125,544,454,108,133,33,0,36,274,95,4,5,80,7,7,113,5,0,3,0.293,0.404,0.604,1.008,0.428,157.3,5.18,1976-08-18,2000
로사리오17한1B,119,510,445,100,151,30,1,37,294,111,10,5,50,10,4,61,12,0,5,0.339,0.414,0.661,1.074,0.45,165.3,5.18,1989-02-23,2017
나성범20NDH,130,584,525,115,170,37,2,34,313,112,3,1,49,9,2,148,6,0,1,0.324,0.39,0.596,0.987,0.43,153.5,5.18,1989-10-03,2020
김동주08두3B,109,451,363,55,112,12,2,18,182,104,2,2,63,12,5,54,11,0,13,0.309,0.415,0.501,0.916,0.415,154.9,5.18,1976-02-03,2008
이용규06KRF,125,552,485,78,154,25,9,1,200,39,38,11,50,9,3,48,6,7,1,0.318,0.391,0.412,0.803,0.372,137.2,5.17,1985-08-26,2006
이택근06현CF,118,486,419,58,135,21,2,9,187,66,8,6,45,9,1,51,6,9,4,0.322,0.396,0.446,0.843,0.385,147.1,5.17,1980-07-10,2006
이병규00LCF,129,595,527,99,170,28,1,18,254,99,14,8,52,5,4,91,15,2,9,0.323,0.383,0.482,0.865,0.381,128,5.17,1974-10-25,2000
심정수07삼LF,124,515,427,64,110,17,0,31,220,101,6,0,83,3,1,113,10,0,2,0.258,0.381,0.515,0.896,0.406,153.8,5.16,1975-05-05,2007
장성호01해1B,133,591,489,86,152,32,4,23,261,97,6,4,90,6,5,53,11,3,3,0.311,0.422,0.534,0.956,0.423,148.3,5.16,1977-10-18,2001
한대화91해3B,92,398,336,62,101,17,3,22,190,73,8,8,53,2,3,45,10,0,7,0.301,0.392,0.565,0.957,0.425,165.1,5.15,1960-07-08,1991
홍성흔10롯DH,111,498,431,88,151,28,1,26,259,116,2,2,54,7,3,49,18,1,5,0.35,0.427,0.601,1.028,0.451,171.9,5.15,1977-02-28,2010
이범호08한3B,125,508,434,80,120,21,3,19,204,77,12,1,61,9,0,50,18,0,4,0.277,0.374,0.47,0.844,0.389,136.1,5.15,1981-11-25,2008
김태균04한1B,129,556,473,76,153,26,1,23,250,106,2,1,70,6,3,99,11,0,7,0.323,0.412,0.529,0.94,0.422,154.7,5.15,1982-05-29,2004
페르난데스19두DH,144,645,572,87,197,34,0,15,276,88,1,2,61,6,4,54,16,0,6,0.344,0.409,0.483,0.892,0.408,155.2,5.15,1988-04-27,2019
이호준03S1B,133,554,473,86,137,20,1,36,267,102,9,7,69,9,4,80,6,2,1,0.29,0.39,0.564,0.954,0.414,154.8,5.15,1976-02-08,2003
김성한88해1B,104,457,404,72,131,12,0,30,233,89,16,5,31,11,3,52,4,4,7,0.324,0.382,0.577,0.959,0.424,166.6,5.14,1958-05-18,1988
황재균20K3B,134,600,541,108,169,35,5,21,277,97,11,6,47,5,0,98,12,3,4,0.312,0.37,0.512,0.882,0.391,129.7,5.14,1987-07-28,2020
나성범15NRF,144,622,564,112,184,34,5,28,312,135,23,4,32,15,1,127,9,3,8,0.326,0.373,0.553,0.926,0.4,136.1,5.14,1989-10-03,2015
최희섭09K1B,131,545,435,98,134,23,0,33,256,100,2,4,96,7,13,108,14,0,7,0.308,0.435,0.589,1.023,0.437,159.4,5.13,1979-03-16,2009
김성한91해1B,112,482,411,69,121,25,5,23,225,83,16,9,51,15,2,70,7,0,5,0.294,0.388,0.547,0.935,0.42,161.8,5.13,1958-05-18,1991
버나디나17KCF,139,621,557,118,178,26,8,27,301,111,32,7,41,11,2,112,9,3,9,0.32,0.372,0.54,0.913,0.39,128.4,5.12,1984-06-12,2017
페타지니09LDH,115,498,388,62,129,16,0,26,223,100,2,0,97,7,9,70,7,0,6,0.332,0.468,0.575,1.043,0.454,170.5,5.12,1971-06-02,2009
크루즈07한DH,121,498,418,68,134,30,0,22,230,85,1,0,69,7,6,73,15,0,4,0.321,0.422,0.55,0.972,0.438,174.1,5.1,1973-01-28,2007
김태균05한1B,124,529,461,73,146,33,2,23,252,100,3,1,60,6,5,73,20,0,2,0.317,0.401,0.547,0.947,0.421,158.6,5.1,1982-05-29,2005
김한수99삼3B,128,551,497,87,169,36,1,18,261,88,7,6,33,13,4,73,12,1,7,0.34,0.391,0.525,0.916,0.397,133.6,5.09,1971-10-30,1999
이진영04SLF,117,483,404,74,138,19,1,15,204,63,8,6,66,5,6,49,9,6,2,0.342,0.438,0.505,0.943,0.423,158.4,5.07,1980-06-15,2004
브리또02삼SS,128,545,481,89,136,29,0,25,240,90,1,2,35,21,3,84,10,4,4,0.283,0.355,0.499,0.854,0.369,128.1,5.07,1972-05-28,2002
최정10S3B,123,493,400,84,120,31,1,20,213,80,12,4,49,20,0,72,7,16,8,0.3,0.396,0.533,0.929,0.4,138.8,5.07,1987-02-28,2010
이만수89삼C,110,413,359,55,102,11,0,20,173,64,4,5,42,10,0,48,12,0,2,0.284,0.373,0.482,0.855,0.401,149,5.06,1958-09-19,1989
박용택06LLF,126,534,476,69,140,26,3,16,220,64,25,3,50,2,6,93,7,1,4,0.294,0.361,0.462,0.823,0.375,140.2,5.06,1979-04-21,2006
장효조91롯RF,122,424,346,56,120,17,10,4,169,54,11,7,70,0,6,31,4,2,4,0.347,0.452,0.488,0.941,0.427,165.2,5.06,1956-07-06,1991
김광림95쌍CF,119,489,419,60,141,17,1,7,181,49,16,10,48,5,3,37,8,11,6,0.337,0.406,0.432,0.838,0.376,143.9,5.06,1961-03-09,1995
김동주04두3B,124,517,430,72,123,19,1,19,201,76,4,6,69,16,3,67,14,0,2,0.286,0.402,0.467,0.87,0.398,141.2,5.05,1976-02-03,2004
이영우04한LF,131,572,483,94,154,31,3,13,230,60,20,12,73,8,5,66,13,6,2,0.319,0.415,0.476,0.891,0.403,142.4,5.05,1973-11-27,2004
임수혁96롯C,113,431,373,43,116,18,2,11,171,76,4,5,46,3,6,46,11,2,7,0.311,0.385,0.458,0.843,0.38,143.2,5.04,1969-06-17,1996
강민호10롯C,117,465,410,66,125,19,1,23,215,72,2,7,42,8,1,65,16,0,5,0.305,0.376,0.524,0.901,0.4,138.5,5.04,1985-08-18,2010
이종범95해SS,63,272,239,51,78,10,2,16,140,35,32,3,28,2,4,20,5,0,3,0.326,0.397,0.586,0.983,0.432,181.9,5.03,1970-08-15,1995
김재현02LRF,98,370,296,50,99,14,0,16,161,61,11,3,54,18,5,51,6,0,2,0.334,0.462,0.544,1.006,0.441,180.6,5.03,1975-10-02,2002
김기태95쌍1B,116,482,402,48,129,34,3,12,205,72,12,10,72,1,15,44,8,0,7,0.321,0.419,0.51,0.929,0.409,166.9,5.02,1969-05-23,1995
강민호16롯C,116,460,381,65,123,26,0,20,209,72,4,0,66,10,4,91,7,0,3,0.323,0.433,0.549,0.981,0.434,147.7,5,1985-08-18,2016
구자욱21삼RF,139,610,543,107,166,30,10,22,282,88,27,4,48,6,3,98,9,1,12,0.306,0.361,0.519,0.881,0.394,134,5,1993-02-12,2021
강민호12롯C,119,454,400,41,109,21,0,19,187,66,0,1,44,8,2,97,9,0,2,0.273,0.355,0.468,0.822,0.38,139.2,5,1985-08-18,2012
구자욱15삼1B,116,465,410,97,143,33,5,11,219,57,17,7,45,6,0,79,3,0,4,0.349,0.417,0.534,0.951,0.422,148.4,4.99,1993-02-12,2015
데이비스06한CF,117,479,415,62,118,21,0,21,202,74,7,6,55,4,7,85,10,0,5,0.284,0.37,0.487,0.856,0.388,147.3,4.98,1969-10-03,2006
안치홍18K2B,130,549,494,88,169,38,1,23,278,118,5,1,36,10,1,57,13,0,9,0.342,0.392,0.563,0.954,0.407,140.3,4.98,1990-07-02,2018
안경현03두2B,128,539,475,65,158,28,3,10,222,72,1,1,48,5,2,43,21,6,5,0.333,0.396,0.467,0.863,0.385,134.2,4.98,1970-02-13,2003
한대화89해3B,106,443,358,52,100,14,2,13,157,63,15,9,81,0,5,42,7,0,4,0.279,0.409,0.439,0.847,0.399,149.7,4.97,1960-07-08,1989
장종훈93빙1B,97,412,339,58,100,21,0,17,172,58,12,2,58,9,7,68,4,0,6,0.295,0.405,0.507,0.913,0.417,175.4,4.97,1968-04-10,1993
구자욱17삼RF,144,647,564,108,175,39,10,21,297,107,10,4,63,10,1,138,1,0,10,0.31,0.383,0.527,0.91,0.394,130.5,4.96,1993-02-12,2017
이용규15한CF,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,0.341,0.427,0.424,0.851,0.386,119.6,4.96,1985-08-26,2015
김선빈17KSS,137,529,476,84,176,34,1,5,227,64,4,4,39,5,4,40,10,5,4,0.37,0.42,0.477,0.897,0.399,134,4.96,1989-12-18,2017
박용택13LCF,125,539,476,79,156,22,4,7,207,67,13,8,52,4,1,71,5,0,7,0.328,0.393,0.435,0.828,0.388,131.6,4.95,1979-04-21,2013
장성호06K1B,126,540,445,62,136,24,2,13,203,79,6,3,83,3,10,38,5,3,6,0.306,0.413,0.456,0.87,0.397,154.8,4.95,1977-10-18,2006
이범호05한3B,126,513,444,69,121,27,1,26,228,68,6,2,53,9,0,94,8,1,6,0.273,0.357,0.514,0.871,0.387,135.8,4.95,1981-11-25,2005
이병규05LCF,119,517,466,62,157,24,2,9,212,75,10,6,34,9,1,62,10,1,7,0.337,0.388,0.455,0.843,0.385,136.3,4.94,1974-10-25,2005
최형우18KLF,143,609,528,92,179,34,1,25,290,103,3,0,66,7,7,87,17,0,8,0.339,0.414,0.549,0.963,0.411,143.4,4.94,1983-12-16,2018
김하성15넥SS,140,582,511,89,148,35,5,19,250,73,22,4,56,5,2,115,10,4,6,0.29,0.362,0.489,0.851,0.372,112.9,4.94,1995-10-17,2015
김태균14한1B,118,508,422,66,154,30,0,18,238,84,0,2,70,11,1,73,18,0,5,0.365,0.463,0.564,1.027,0.456,158.8,4.94,1982-05-29,2014
김동주99두3B,114,455,399,62,128,25,3,22,225,84,2,1,41,10,1,53,9,1,4,0.321,0.394,0.564,0.958,0.41,144.7,4.94,1976-02-03,1999
전준우21롯LF,144,619,552,88,192,46,0,7,259,92,6,3,53,5,0,71,10,1,8,0.348,0.405,0.469,0.874,0.406,140.4,4.93,1986-02-25,2021
손아섭11롯RF,116,492,442,79,144,25,5,15,224,83,13,4,43,2,1,80,6,1,4,0.326,0.385,0.507,0.892,0.407,147.9,4.93,1988-03-18,2011
김하성17넥SS,141,601,526,90,159,36,3,23,270,114,16,8,58,8,2,65,8,2,7,0.302,0.376,0.513,0.889,0.385,125.4,4.93,1995-10-17,2017
로마이어99한DH,132,572,487,91,142,30,3,45,313,109,6,2,74,6,4,100,8,0,5,0.292,0.388,0.643,1.031,0.426,152.4,4.93,1965-09-27,1999
이영우00한LF,128,542,478,91,152,36,5,25,273,64,7,12,52,8,5,91,5,1,3,0.318,0.392,0.571,0.963,0.415,148.2,4.92,1973-11-27,2000
손아섭20롯RF,141,611,540,98,190,43,0,11,266,85,5,0,61,2,4,56,9,1,7,0.352,0.415,0.493,0.907,0.409,140.1,4.92,1988-03-18,2020
이정후19키LF,140,630,574,91,193,31,10,6,262,68,13,7,45,4,0,40,15,3,4,0.336,0.386,0.456,0.842,0.386,135.4,4.92,1998-08-20,2019
최정20S3B,133,553,452,90,122,22,0,33,243,96,8,3,75,20,1,98,7,0,6,0.27,0.392,0.538,0.93,0.409,138.8,4.92,1987-02-28,2020
정근우15한2B,126,552,468,99,148,30,2,12,218,66,21,6,61,8,1,66,14,13,2,0.316,0.403,0.466,0.868,0.384,119.2,4.91,1982-10-02,2015
최형우13삼LF,128,573,511,80,156,28,0,29,271,98,2,1,47,7,1,91,5,0,8,0.305,0.367,0.53,0.897,0.404,142.6,4.91,1983-12-16,2013
알테어21NCF,143,565,492,83,134,19,2,32,253,84,20,5,57,11,2,156,6,0,5,0.272,0.358,0.514,0.872,0.393,132,4.91,1991-01-14,2021
고영민07두2B,126,536,444,89,119,29,1,12,186,66,36,10,61,17,1,105,9,8,6,0.268,0.373,0.419,0.792,0.365,124.7,4.91,1984-02-08,2007
우즈01두1B,118,525,436,101,127,16,2,34,249,113,12,3,83,1,4,114,11,0,5,0.291,0.402,0.571,0.973,0.423,150.2,4.9,1969-08-19,2001
박석민10삼3B,112,457,356,58,108,18,0,15,171,64,3,2,76,15,4,84,14,5,5,0.303,0.44,0.48,0.921,0.415,148.8,4.9,1985-06-22,2010
박진만06삼SS,115,452,382,54,108,22,1,11,165,65,10,6,56,7,0,74,6,2,5,0.283,0.38,0.432,0.812,0.377,141.1,4.9,1976-11-30,2006
김동수90LC,110,416,352,46,102,20,1,13,163,62,15,10,45,10,1,40,6,2,7,0.29,0.379,0.463,0.842,0.39,140.6,4.89,1968-10-27,1990
박한이06삼CF,126,567,471,89,134,21,2,6,177,43,15,10,80,6,4,62,11,7,3,0.285,0.393,0.376,0.769,0.36,128.9,4.89,1979-01-28,2006
심정수05삼LF,124,528,433,77,119,14,0,28,217,87,3,2,89,4,4,116,12,0,2,0.275,0.402,0.501,0.903,0.406,149.8,4.89,1975-05-05,2005
박정태98롯2B,113,473,406,56,129,24,2,13,196,79,1,3,52,4,3,47,5,3,8,0.318,0.394,0.483,0.876,0.386,143.9,4.88,1969-01-27,1998
정근우07SSS,111,391,341,62,110,24,2,9,165,44,24,10,35,6,0,44,6,9,0,0.323,0.395,0.484,0.879,0.398,149.1,4.88,1982-10-02,2007
동봉철93삼CF,68,295,249,53,86,10,5,5,121,28,20,9,32,12,0,29,3,1,1,0.345,0.442,0.486,0.928,0.434,187.5,4.87,1970-01-02,1993
한대화86해3B,103,394,342,50,102,24,2,14,172,66,8,7,40,2,1,40,13,7,3,0.298,0.372,0.503,0.875,0.399,162.7,4.86,1960-07-08,1986
정수근01두CF,122,546,467,95,143,21,9,2,188,53,52,11,71,1,1,51,8,2,5,0.306,0.395,0.403,0.798,0.372,115.2,4.85,1977-01-20,2001
히메네스16L3B,135,579,523,101,161,36,0,26,275,102,18,9,39,10,2,67,8,1,6,0.308,0.363,0.526,0.889,0.388,126.8,4.85,1988-01-18,2016
김종국02K2B,133,595,527,95,151,26,3,8,207,53,50,9,61,3,0,116,5,3,1,0.287,0.363,0.393,0.756,0.343,109.8,4.85,1973-09-14,2002
김민호92롯1B,118,495,413,69,133,28,4,16,217,88,5,2,68,6,4,76,10,0,8,0.322,0.418,0.525,0.944,0.421,155.3,4.84,1961-04-28,1992
장효조86삼LF,95,367,304,55,100,20,2,6,142,41,16,7,59,1,7,30,6,0,3,0.329,0.436,0.467,0.903,0.42,176.9,4.84,1956-07-06,1986
이대호09롯3B,133,549,478,73,140,28,1,28,254,100,0,0,51,16,3,65,13,0,4,0.293,0.377,0.531,0.908,0.396,131.3,4.84,1982-06-21,2009
박한이03삼RF,133,612,528,113,170,34,1,12,242,59,17,7,63,8,1,55,7,8,5,0.322,0.399,0.458,0.857,0.384,131.8,4.83,1979-01-28,2003
이만수92삼C,93,368,305,50,88,11,0,22,165,70,7,3,48,12,8,41,8,0,3,0.289,0.402,0.541,0.943,0.414,150.8,4.83,1958-09-19,1992
마르테15k3B,115,487,425,85,148,32,1,20,242,89,0,0,51,2,7,60,19,0,8,0.348,0.414,0.569,0.983,0.424,149,4.83,1983-10-21,2015
양의지16두C,108,392,332,66,106,17,0,22,189,66,2,0,40,12,1,29,20,1,7,0.319,0.404,0.569,0.973,0.422,149.6,4.81,1987-06-05,2016
박재홍06SCF,124,529,452,61,117,22,1,18,195,73,22,8,63,6,4,87,13,2,6,0.259,0.353,0.431,0.784,0.36,129.7,4.8,1973-09-07,2006
김현수18LLF,117,511,453,95,164,39,2,20,267,101,1,3,47,1,6,61,9,0,10,0.362,0.415,0.589,1.004,0.424,155.2,4.79,1988-01-12,2018
강정호10넥SS,133,522,449,60,135,30,2,12,205,58,2,2,61,7,6,87,14,3,2,0.301,0.391,0.457,0.848,0.383,127.6,4.79,1987-04-05,2010
양준혁01LDH,124,531,439,79,156,20,3,14,224,92,12,5,80,1,4,55,9,2,8,0.355,0.449,0.51,0.959,0.431,155.7,4.79,1969-05-26,2001
이종범05KCF,118,495,430,69,134,25,2,6,181,36,28,5,47,11,2,49,8,7,0,0.312,0.393,0.421,0.814,0.374,127.8,4.79,1970-08-15,2005
장채근92해C,112,396,326,59,86,14,0,23,169,62,1,0,60,6,1,66,11,0,4,0.264,0.384,0.518,0.902,0.401,143.2,4.78,1964-03-28,1992
로맥18S1B,141,616,528,102,167,19,0,43,315,107,10,5,72,10,0,123,7,0,6,0.316,0.404,0.597,1.001,0.422,144.1,4.78,1985-09-30,2018
박석민16N3B,126,506,427,77,131,20,0,32,247,104,2,0,56,16,2,95,18,2,4,0.307,0.404,0.578,0.982,0.424,144.1,4.78,1985-06-22,2016
김재환21두LF,137,566,475,86,130,23,2,27,238,102,2,3,81,5,3,127,9,0,5,0.274,0.382,0.501,0.883,0.401,148.2,4.77,1988-09-22,2021
유승안89빙C,115,429,370,46,104,15,0,21,182,85,0,4,50,1,8,71,6,2,6,0.281,0.363,0.492,0.855,0.389,140.2,4.76,1956-06-01,1989
이순철85해3B,99,411,369,67,112,18,5,12,176,50,31,12,33,4,0,48,6,3,2,0.304,0.365,0.477,0.842,0.385,142.7,4.76,1961-04-18,1985
박경완97쌍C,82,314,239,46,67,15,1,16,132,48,2,3,58,8,1,59,7,5,4,0.28,0.43,0.552,0.983,0.426,170.9,4.75,1972-07-11,1997
이범호06한3B,126,497,421,53,108,25,1,20,195,73,0,2,65,7,2,87,11,1,3,0.257,0.363,0.463,0.826,0.379,141.1,4.75,1981-11-25,2006
오지환22LSS,123,497,435,67,114,15,3,23,204,78,20,6,51,5,2,89,10,3,3,0.262,0.344,0.469,0.813,0.365,133.4,4.75,1990-03-12,2022
강백호20K1B,129,574,500,95,165,36,1,23,272,89,7,2,66,5,9,93,7,0,3,0.33,0.411,0.544,0.955,0.421,149.3,4.75,1999-07-29,2020
진갑용03삼C,126,485,435,64,126,20,2,21,213,53,1,1,36,10,3,34,13,2,2,0.29,0.356,0.49,0.846,0.373,124.2,4.75,1974-05-08,2003
조원우98쌍CF,126,536,479,80,149,20,4,12,213,62,23,6,35,7,3,46,15,12,3,0.311,0.365,0.445,0.809,0.354,122.6,4.74,1971-04-08,1998
